date,close
2016-08-11,1342.500000
2016-08-12,1335.800049
2016-08-15,1340.300049
2016-08-16,1350.500000
2016-08-17,1342.699951
2016-08-18,1351.199951
2016-08-19,1340.400024
2016-08-22,1337.699951
2016-08-23,1340.599976
2016-08-24,1324.400024
2016-08-25,1320.099976
2016-08-26,1321.500000
2016-08-29,1322.900024
2016-08-30,1311.699951
2016-08-31,1306.900024
2016-09-01,1312.199951
2016-09-02,1322.099976
2016-09-06,1349.400024
2016-09-07,1344.300049
2016-09-08,1336.800049
2016-09-09,1330.099976
2016-09-12,1321.000000
2016-09-13,1319.000000
2016-09-14,1321.500000
2016-09-15,1313.500000
2016-09-16,1305.800049
2016-09-19,1313.500000
2016-09-20,1313.699951
2016-09-21,1326.900024
2016-09-22,1340.400024
2016-09-23,1337.199951
2016-09-26,1339.699951
2016-09-27,1325.900024
2016-09-28,1319.400024
2016-09-29,1321.699951
2016-09-30,1313.300049
2016-10-03,1309.000000
2016-10-04,1266.300049
2016-10-05,1265.199951
2016-10-06,1249.800049
2016-10-07,1248.900024
2016-10-11,1253.000000
2016-10-12,1251.099976
2016-10-13,1255.000000
2016-10-14,1253.099976
2016-10-17,1254.400024
2016-10-18,1260.800049
2016-10-19,1267.900024
2016-10-20,1265.599976
2016-10-21,1265.900024
2016-10-24,1262.000000
2016-10-25,1271.900024
2016-10-26,1264.800049
2016-10-27,1267.900024
2016-10-28,1275.500000
2016-10-31,1271.500000
2016-11-01,1286.400024
2016-11-02,1306.800049
2016-11-03,1302.099976
2016-11-04,1303.300049
2016-11-07,1278.300049
2016-11-08,1273.400024
2016-11-09,1272.599976
2016-11-10,1265.500000
2016-11-14,1221.199951
2016-11-15,1224.000000
2016-11-16,1223.400024
2016-11-17,1216.500000
2016-11-18,1208.500000
2016-11-21,1209.599976
2016-11-22,1211.000000
2016-11-23,1189.099976
2016-11-25,1178.199951
2016-11-28,1190.599976
2016-11-29,1187.900024
2016-11-30,1170.800049
2016-12-01,1166.900024
2016-12-02,1175.099976
2016-12-05,1174.000000
2016-12-06,1167.599976
2016-12-07,1175.000000
2016-12-08,1169.800049
2016-12-09,1159.400024
2016-12-12,1163.500000
2016-12-13,1156.699951
2016-12-14,1161.300049
2016-12-15,1127.800049
2016-12-16,1135.300049
2016-12-19,1140.500000
2016-12-20,1131.500000
2016-12-21,1131.099976
2016-12-22,1128.800049
2016-12-23,1131.900024
2016-12-27,1137.300049
2016-12-28,1139.400024
2016-12-29,1156.400024
2016-12-30,1150.000000
2017-01-03,1160.400024
2017-01-04,1163.800049
2017-01-05,1179.699951
2017-01-06,1171.900024
2017-01-09,1183.500000
2017-01-10,1184.199951
2017-01-11,1195.599976
2017-01-12,1198.900024
2017-01-13,1195.300049
2017-01-17,1212.000000
2017-01-18,1211.300049
2017-01-19,1200.900024
2017-01-20,1204.300049
2017-01-23,1215.000000
2017-01-24,1210.300049
2017-01-25,1197.300049
2017-01-26,1189.500000
2017-01-27,1188.099976
2017-01-30,1193.199951
2017-01-31,1208.599976
2017-02-01,1205.599976
2017-02-02,1216.699951
2017-02-03,1218.500000
2017-02-06,1230.000000
2017-02-07,1234.199951
2017-02-08,1237.599976
2017-02-09,1235.099976
2017-02-10,1234.400024
2017-02-13,1224.400024
2017-02-14,1223.900024
2017-02-15,1231.699951
2017-02-16,1240.000000
2017-02-17,1237.599976
2017-02-21,1237.500000
2017-02-22,1232.000000
2017-02-23,1250.199951
2017-02-24,1256.900024
2017-02-27,1257.400024
2017-02-28,1252.599976
2017-03-01,1248.900024
2017-03-02,1231.900024
2017-03-03,1225.500000
2017-03-06,1224.500000
2017-03-07,1215.099976
2017-03-08,1208.500000
2017-03-09,1202.400024
2017-03-10,1200.699951
2017-03-13,1202.400024
2017-03-14,1201.900024
2017-03-15,1200.099976
2017-03-16,1226.500000
2017-03-17,1229.800049
2017-03-20,1233.599976
2017-03-21,1246.099976
2017-03-22,1249.300049
2017-03-23,1246.900024
2017-03-24,1248.199951
2017-03-27,1255.400024
2017-03-28,1255.300049
2017-03-29,1253.400024
2017-03-30,1245.000000
2017-03-31,1247.300049
2017-04-03,1250.800049
2017-04-04,1255.000000
2017-04-05,1245.400024
2017-04-06,1250.300049
2017-04-07,1254.300049
2017-04-10,1251.099976
2017-04-11,1271.199951
2017-04-12,1275.300049
2017-04-13,1285.900024
2017-04-17,1289.400024
2017-04-18,1291.699951
2017-04-19,1281.400024
2017-04-20,1281.900024
2017-04-21,1287.400024
2017-04-24,1275.800049
2017-04-25,1265.599976
2017-04-26,1262.099976
2017-04-27,1263.699951
2017-04-28,1266.099976
2017-05-01,1253.300049
2017-05-02,1255.099976
2017-05-03,1246.400024
2017-05-04,1226.500000
2017-05-05,1224.800049
2017-05-08,1225.300049
2017-05-09,1214.300049
2017-05-10,1217.300049
2017-05-11,1222.699951
2017-05-12,1226.199951
2017-05-15,1228.599976
2017-05-16,1235.000000
2017-05-17,1257.500000
2017-05-18,1251.699951
2017-05-19,1252.699951
2017-05-22,1260.699951
2017-05-23,1254.800049
2017-05-24,1252.400024
2017-05-25,1255.800049
2017-05-26,1267.599976
2017-05-30,1262.099976
2017-05-31,1272.000000
2017-06-01,1267.000000
2017-06-02,1276.800049
2017-06-05,1279.300049
2017-06-06,1294.400024
2017-06-07,1290.099976
2017-06-08,1276.300049
2017-06-09,1268.500000
2017-06-12,1266.099976
2017-06-13,1265.800049
2017-06-14,1272.800049
2017-06-15,1252.199951
2017-06-16,1254.000000
2017-06-19,1244.199951
2017-06-20,1241.000000
2017-06-21,1243.400024
2017-06-22,1247.599976
2017-06-23,1256.199951
2017-06-26,1246.300049
2017-06-27,1246.400024
2017-06-28,1248.000000
2017-06-29,1244.199951
2017-06-30,1240.699951
2017-07-03,1217.900024
2017-07-05,1220.400024
2017-07-06,1222.199951
2017-07-07,1208.599976
2017-07-10,1212.099976
2017-07-11,1213.599976
2017-07-12,1218.099976
2017-07-13,1216.300049
2017-07-14,1226.599976
2017-07-17,1232.800049
2017-07-18,1241.099976
2017-07-19,1241.199951
2017-07-20,1244.800049
2017-07-21,1254.300049
2017-07-24,1253.900024
2017-07-25,1251.699951
2017-07-26,1249.000000
2017-07-27,1259.599976
2017-07-28,1268.400024
2017-07-31,1266.599976
2017-08-01,1272.599976
2017-08-02,1271.800049
2017-08-03,1267.800049
2017-08-04,1258.300049
2017-08-07,1258.199951
2017-08-08,1256.400024
2017-08-09,1273.000000
2017-08-10,1283.699951
2017-08-11,1287.699951
2017-08-14,1284.199951
2017-08-15,1273.699951
2017-08-16,1276.900024
2017-08-17,1286.400024
2017-08-18,1285.699951
2017-08-21,1290.800049
2017-08-22,1285.099976
2017-08-23,1288.900024
2017-08-24,1286.500000
2017-08-25,1292.500000
2017-08-28,1309.699951
2017-08-29,1313.099976
2017-08-30,1308.099976
2017-08-31,1316.199951
2017-09-01,1324.500000
2017-09-05,1339.199951
2017-09-06,1333.900024
2017-09-07,1345.099976
2017-09-08,1346.000000
2017-09-11,1331.000000
2017-09-12,1328.000000
2017-09-13,1323.400024
2017-09-14,1324.699951
2017-09-15,1320.400024
2017-09-18,1306.300049
2017-09-19,1306.199951
2017-09-20,1312.000000
2017-09-21,1290.599976
2017-09-22,1293.300049
2017-09-25,1306.800049
2017-09-26,1297.000000
2017-09-27,1283.400024
2017-09-28,1285.500000
2017-09-29,1281.500000
2017-10-02,1272.699951
2017-10-03,1271.500000
2017-10-04,1273.699951
2017-10-05,1269.900024
2017-10-06,1271.599976
2017-10-09,1281.800049
2017-10-10,1290.599976
2017-10-11,1285.800049
2017-10-12,1293.300049
2017-10-13,1301.500000
2017-10-16,1299.900024
2017-10-17,1283.000000
2017-10-18,1279.900024
2017-10-19,1286.900024
2017-10-20,1277.400024
2017-10-23,1277.699951
2017-10-24,1275.000000
2017-10-25,1275.400024
2017-10-26,1266.300049
2017-10-27,1268.500000
2017-10-30,1274.099976
2017-10-31,1267.000000
2017-11-01,1274.099976
2017-11-02,1274.900024
2017-11-03,1266.500000
2017-11-06,1279.400024
2017-11-07,1273.699951
2017-11-08,1281.599976
2017-11-09,1285.599976
2017-11-10,1272.400024
2017-11-13,1277.300049
2017-11-14,1281.500000
2017-11-15,1276.500000
2017-11-16,1277.400024
2017-11-17,1295.800049
2017-11-20,1274.599976
2017-11-21,1281.099976
2017-11-22,1291.599976
2017-11-24,1286.699951
2017-11-27,1293.800049
2017-11-28,1294.699951
2017-11-29,1282.099976
2017-11-30,1273.199951
2017-12-01,1278.800049
2017-12-04,1274.300049
2017-12-05,1261.599976
2017-12-06,1262.800049
2017-12-07,1249.800049
2017-12-08,1245.199951
2017-12-11,1243.699951
2017-12-12,1238.500000
2017-12-13,1245.400024
2017-12-14,1253.800049
2017-12-15,1254.300049
2017-12-18,1262.199951
2017-12-19,1260.699951
2017-12-20,1266.099976
2017-12-21,1267.300049
2017-12-22,1275.400024
2017-12-26,1284.099976
2017-12-27,1287.000000
2017-12-28,1294.099976
2017-12-29,1306.300049
2018-01-02,1313.699951
2018-01-03,1316.199951
2018-01-04,1319.400024
2018-01-05,1320.300049
2018-01-08,1318.599976
2018-01-09,1311.699951
2018-01-10,1317.400024
2018-01-11,1320.599976
2018-01-12,1333.400024
2018-01-16,1335.400024
2018-01-17,1338.000000
2018-01-18,1326.000000
2018-01-19,1331.900024
2018-01-22,1330.900024
2018-01-23,1335.699951
2018-01-24,1355.900024
2018-01-25,1362.400024
2018-01-26,1351.599976
2018-01-30,1335.400024
2018-01-31,1339.000000
2018-02-01,1344.300049
2018-02-02,1333.699951
2018-02-05,1333.000000
2018-02-06,1326.099976
2018-02-07,1311.599976
2018-02-08,1316.900024
2018-02-09,1313.099976
2018-02-12,1324.199951
2018-02-13,1328.099976
2018-02-14,1355.500000
2018-02-15,1352.099976
2018-02-16,1353.199951
2018-02-20,1328.800049
2018-02-21,1330.000000
2018-02-22,1330.599976
2018-02-23,1328.199951
2018-02-26,1330.699951
2018-02-27,1315.500000
2018-02-28,1315.500000
2018-03-01,1302.900024
2018-03-02,1321.099976
2018-03-05,1318.099976
2018-03-06,1333.599976
2018-03-07,1326.000000
2018-03-08,1319.900024
2018-03-09,1322.400024
2018-03-12,1319.400024
2018-03-13,1325.900024
2018-03-14,1324.400024
2018-03-15,1316.800049
2018-03-16,1311.300049
2018-03-19,1316.800049
2018-03-20,1311.099976
2018-03-21,1320.699951
2018-03-22,1326.599976
2018-03-23,1349.300049
